2008.5,38,9
2018,68,12
2018,48,12
2009,46,10
2014,33,12
2008,31,10
2019.5,42,17
2016,41,12
2010,29,8
2010,39,11
2012,46,12
2006,47,10
2016,33,8
2008.5,39,9
2009.5,25,8
2015.5,60,13
2015.5,38,9
2018.5,34,13
2018.5,23,14
2018,57,14
2017,69,16
2006,41,8
2017.5,53,11
2010,31,8
2017,48,13
2002,26,10
2019,45,11
2012.5,40,11
2015,34,11
2015,24,9
2013.5,20,12
2014.5,39,12
2008,38,9
2017,44,14
2011.5,48,12
2002,48,10
2012,18,10
2016,17,11
2017.5,50,12
2018,51,12
2018,43,13
2014,31,10
2015,37,13
2018.5,66,14
2014,35,11
2010.5,18,6
2015.5,25,12
2009,18,11
2002,20,7
2012.5,41,11
2008,43,10
2005,25,9
2008,30,9
2017.5,49,15
2010,37,9
2012.5,31,9
2018,31,13
2018.5,34,15
2011.5,24,10
2018.5,77,13
2018,50,15
2014.5,32,11
2012.5,36,9
2017.5,58,11
2017.5,59,15
2017,30,14
2018,31,12
2005,27,7
2005,42,8
2016,47,11
2009,22,11
2015.5,38,13
2016,15,8
2019.5,60,13
2014,36,9
2008,45,12
2007,42,85
2015.5,32,13
2018.5,51,14
2015,34,12
2019.5,78,19
2005,52,8
2013.5,35,10
2006,30,9
2014,34,11
2005,25,8
2014.5,23,10
2018,54,12
2005,41,8
2016,49,14
2019,56,14
2006,19,6
2005,31,10
2007,29,21
2019,60,14
2018,30,10
2008,26,9
2014.5,52,12
2012,35,11
2009.5,21,9
2010,34,10
2018.5,39,15
2008.5,43,12
2007,47,41
2017.5,49,15
2009.5,38,10
2010,27,10
2018,80,16
2015,47,10
2013.5,22,8
2015,22,11
2013.5,39,10
2019,21,16
2012.5,23,11
2005,28,8
2015,36,9
2015.5,58,13
2017,52,10
2015.5,39,10
2019,43,12
2018.5,49,12
2012,34,10
2008,11,4
2019,75,14
2002,14,4
2016,46,12
2010,25,8
2019.5,49,14
2009.5,26,10
2012.5,33,9
2007,40,51
2017.5,34,13
2018,40,14
2012,18,10
2007,18,86
2014.5,42,11
2014,40,13
2009.5,29,10
2005,21,5
2006,52,8
2018.5,39,13
2015,35,11
2012,25,9
2018,60,11
2014,40,11
2013.5,49,11
2007,32,81
2014,30,11
2019.5,51,10
2019.5,36,14
2018.5,77,13
2010,33,9
2013.5,41,11
2018.5,37,15
2009,33,9
2011.5,24,10
2013.5,43,14
2010,63,10
2018,36,14
2017,65,13
2009,21,6
2010,45,9
2017,38,10
2019.5,45,11
2014,46,12
2011.5,40,10
2006,37,9
2008,33,9
2006,36,9
2018.5,74,15
2009,29,10
2011.5,16,8
2005,17,10
2018,31,14
2002,21,7
2012.5,49,11
2019,48,11
2019,71,15
2008.5,23,8
2012.5,62,10
2019,82,12
2015,55,12
2006,43,11
2010.5,43,10
2015,43,9
2017,49,14
2009.5,22,10
2012,40,10
2010.5,47,12
2010.5,24,10
2019,39,12
2015,31,12
2015,57,11
2016,60,13
2005,33,9
2010,50,12
2007,33,39
2018,69,13
2007,41,13
2006,24,8
2016,86,19
2019,70,15
2005,33,10
2014.5,41,12
2019.5,37,13
2009,35,9
2002,30,10
2016,46,11
2007,34,14
2014.5,39,9
2002,26,8
2002,44,10
2012.5,38,10
2019,66,11
2017,66,14
2009,34,10
2015.5,23,12
2005,37,8
2009.5,51,11
2010,43,10
2012,35,12
2012.5,45,11
2015.5,35,11
2014,34,12
2006,36,6
2008,23,8
2019,38,13
2013.5,33,10
2019,81,12
2010.5,27,12
2019.5,42,12
2019.5,44,13
2017,50,11
2010,33,10
2017,18,14
2017.5,27,12
2009.5,38,9
2011.5,22,8
2014,26,11
2009.5,37,9
2010,30,9
2009,30,8
2014,35,12
2009,36,11
2008,18,7
2012.5,40,11
2008,36,12
2007,45,31
2016,46,11
2019,47,12
2011.5,21,12
2018.5,63,15
2014,54,11
2012.5,34,9
2010,37,10
2014,29,10
2008.5,49,10
2005,32,8
2019,53,16
2011.5,26,10
2006,33,8
2007,32,94
2018,46,15
2016,30,13
2017,58,12
2008.5,40,11
2009.5,27,11
2006,34,9
2008,20,7
2002,54,10
2011.5,36,8
2017.5,53,12
2015,57,9
2015,40,11
2019.5,39,12
2017,47,14
2019,43,8
2008,30,8
2018,73,13
2008,41,9
2015,31,12
2010,47,10
2010,38,10
2014.5,24,9
2010.5,43,12
2010,48,13
2009,29,8
2009.5,36,12
2005,23,11
2014.5,37,12
2018,70,16
2007,31,53
2019.5,51,13
2015.5,47,12
2011.5,37,10
2008.5,33,10
2010.5,26,10
2008,30,10
2007,38,15
2019.5,93,15
2017.5,45,15
2017,46,14
2019.5,39,14
2013.5,39,10
2015,29,14
2014,42,10
2007,36,6
2018.5,35,16
2019,31,7
2008,39,11
2015.5,29,11
2016,50,13
2016,72,13
2007,35,79
2007,29,28
2002,17,6
2006,30,10
2015.5,28,9
2005,32,8
2009.5,46,10
2009,33,9
2012.5,41,10
2009,19,7
2019.5,32,12
2009.5,43,8
2012.5,55,11
2017,36,11
2014,31,10
2016,28,10
2010,30,5
2019,58,15
2019.5,42,14
2008,57,10
2015.5,50,12
2013.5,47,10
2010.5,26,10
2005,41,8
2014.5,46,12
2018,37,13
2009,28,9
2010,45,9
2007,39,89
2009.5,48,10
2018.5,52,12
2002,27,6
2019,40,14
2005,36,9
2009.5,31,10
2014.5,29,11
2008,12,5
2019.5,79,14
2012.5,54,14
2013.5,37,8
2005,36,8
2014,44,9
2008.5,24,8
2006,16,6
2018.5,58,11
2002,40,10
2017,60,11
2014,44,12
2015.5,41,12
2005,40,9
2014,25,12
2012,37,11
2017,40,11
2015.5,30,10
2011.5,22,8
2011.5,17,8
2008,24,6
2012,28,12
2016,16,8
2014,52,12
2010.5,21,8
2008.5,33,5
2018.5,125,19
2009,31,10
2018.5,30,15
2012.5,33,8
2019.5,66,11
2014,26,8
2009,26,6
2002,50,10
2015.5,31,9
2014.5,26,13
2008,38,11
2018,40,10
2014,32,10
2008.5,19,7
2002,27,8
2017,50,12
2015,49,12
2019,71,15
2008,32,8
2008.5,19,9
2005,61,9
2015.5,34,10
2008.5,35,10
2002,35,10
2018,42,12
2012,30,9
2006,59,9
2008,53,10
2019.5,81,16
2006,31,8
2012,50,9
2010,31,12
2015,39,12
2018.5,33,10
2008,29,10
2014,18,9
2010.5,45,10
2016,63,15
2008,31,8
2018,47,13
2016,52,12
2017.5,37,13
2011.5,31,10
2019.5,46,13
2014.5,42,12
2018.5,57,14
2008.5,23,9
2010,29,8
2009,61,12
2011.5,30,10
2012,26,9
2018,39,13
2018.5,66,16
2015.5,24,9
2014,58,12
2014,18,11
2012,35,11
2007,38,2
2016,43,12
2012,26,11
2009,39,10
2018,69,14
2016,34,12
2013.5,31,12
2016,26,14
2012.5,28,10
2011.5,40,10
2019.5,48,13
2007,30,63
2008,30,10
2009,25,10
2015.5,26,10
2016,22,11
2002,19,10
2002,34,8
2018.5,56,12
2013.5,26,10
2018,66,13
2018,38,15
2019.5,48,11
2006,60,10
2012.5,27,9
2015,18,11
2018.5,66,16
2007,18,19
2009.5,26,8
2017,59,11
2012,31,10
2008.5,38,9
2014.5,46,11
2010,32,10
2012,50,11
2010,16,7
2016,54,14
2018.5,58,11
2014,32,13
2008,46,8
2008,26,9
2009.5,31,8
2019,18,13
2012,36,13
2012,17,9
2015,32,8
2002,33,9
2011.5,37,10
2014,32,9
2011.5,39,10
2010,22,8
2002,32,8
2018.5,39,16
2012.5,30,12
2012,60,10
2015,37,10
2018.5,35,11
2018,43,12
2017.5,44,14
2017,42,11
2019.5,52,16
2018,60,15
2015,22,9
2016,63,12
2015.5,32,13
2012,30,11
2015.5,46,11
2006,32,10
2015.5,27,9
2017.5,43,11
2002,17,10
2016,26,10
2009,22,8
2005,15,4
2016,57,12
2008.5,31,10
2019.5,31,13
2010.5,19,8
2016,43,11
2016,18,11
2005,21,6
2008,18,8
2010,43,9
2014,25,12
2012.5,37,11
2014.5,53,12
2011.5,41,10
2016,46,15
2017.5,54,15
2012,34,10
2009.5,17,6
2017,51,14
2005,39,11
2016,24,13
2010,25,7
2017,65,15
2014,28,12
2019.5,75,13
2007,43,24
2012.5,31,7
2008.5,28,7
2019.5,58,19
2005,28,7
2012,32,10
2008.5,35,9
2018.5,25,13
2007,36,65
2006,22,7
2015.5,31,10
2014,40,10
2017,53,14
2005,40,8
2015,60,14
2017.5,57,16
2014,39,8
2010,31,8
2018,50,14
2014.5,35,12
2013.5,39,8
2015,32,9
2018,51,13
2015.5,25,7
2013.5,31,8
2011.5,23,10
2008.5,25,11
2012.5,30,10
2014,34,12
2005,23,11
2012.5,38,10
2018,54,13
2002,24,7
2016,68,14
2019.5,81,15
2015,20,13
2014,37,11
2012,30,11
2010,19,7
2012,59,12
2017.5,59,11
2006,19,7
2012.5,48,11
2017,66,14
2015.5,47,11
2011.5,47,10
2018.5,25,11
2015,27,13
2011.5,28,8
2009,51,10
2014,34,11
2018.5,56,12
2005,33,8
2015,40,11
2013.5,31,10
2015,37,13
2013.5,37,10
2015,32,8
2019,56,14
2011.5,32,10
2011.5,34,12
2018,36,13
2015,38,11
2012.5,37,10
2012.5,34,10
2017,31,12
2019,52,16
2007,14,18
2017.5,62,12
2019.5,79,12
2019.5,39,17
2015,53,12
2014.5,29,9
2017.5,43,13
2010,19,8
2006,15,5
2016,27,12
2018,39,13
2008.5,37,10
2018.5,59,12
2019,37,11
2019.5,62,16
2016,40,11
2010,27,8
2018.5,45,13
2006,40,8
2005,42,9
2017,24,11
2011.5,26,10
2008,25,6
2019,56,12
2014,53,12
2017,65,17
2018.5,50,11
2011.5,24,8
2014,27,8
2016,41,11
2019.5,51,13
2018.5,63,10
2017,37,14
2013.5,23,6
2010,37,8
2012,32,11
2014,27,12
2011.5,24,8
2018,58,14
2007,18,38
2014,36,12
2015,38,13
2018.5,47,12
2018.5,63,15
2017,71,12
2016,37,15
2012,30,8
2006,25,9
2005,49,11
2018,56,14
2019,40,11
2005,29,10
2018,48,11
2008.5,23,9
2008.5,42,12
2013.5,41,8
2019,37,14
2002,44,10
2008,18,8
2017.5,27,13
2018,55,13
2006,13,6
2019.5,33,9
2008.5,16,7
2012.5,47,11
2019,42,12
2014.5,35,12
2019,53,14
2017,54,12
2018,38,14
2007,31,61
2019.5,76,16
2009.5,48,10
2009,39,8
2006,24,10
2005,27,10
2012,34,9
2009,46,12
2012,47,122
2017,36,10
2006,27,11
2010,34,10
2016,25,13
2010.5,21,12
2018,29,9
2006,42,12
2014,35,9
2007,20,20
2008,41,10
2018.5,59,14
2018.5,27,13
2015.5,44,9
2007,31,67
2014.5,39,10
2019.5,41,12
2006,37,9
2018.5,74,18
2013.5,45,10
2007,33,57
2015,35,10
2018,68,15
2018,43,14
2017,59,13
2015,38,11
2006,15,8
2018,54,11
2015.5,53,11
2010.5,32,10
2019,34,12
2014.5,29,12
2014,49,12
2014,36,11
2014.5,44,11
2008,41,11
2005,24,8
2007,32,16
2015.5,66,13
2014.5,35,9
2008.5,14,7
2015.5,27,8
2009,12,6
2019,115,15
2017,59,11
2018,55,12
2015,21,10
2016,39,13
2010,33,9
2018,65,15
2009,45,9
2017,35,12
2017,76,12
2007,30,70
2010,29,9
2012,35,9
2009.5,24,10
2012,40,8
2014,65,11
2015.5,34,12
2015.5,46,14
2007,29,23
2011.5,38,12
2002,17,6
2019,28,12
2016,49,11
2015,57,13
2015,25,11
2007,29,97
2005,18,5
2008.5,52,9
2009.5,31,9
2014.5,53,11
2018.5,55,14
2018,65,14
2019,64,13
2008,23,10
2015,23,10
2015,37,11
2015.5,47,9
2002,55,10
2014,43,10
2019,75,14
2005,26,8
2008.5,39,8
2008,27,8
2019,39,14
2008,23,7
2013.5,52,10
2014,34,11
2008,37,10
2017,48,15
2018,52,13
2007,20,87
2018,46,11
2015,31,10
2007,59,50
2019.5,89,21
2010.5,23,8
2010,64,11
2017,31,12
2008.5,18,8
2012.5,27,7
2018.5,29,12
2019,34,12
2010,32,9
2017.5,45,15
2016,77,13
2014,33,10
2019.5,52,13
2019.5,56,16
2002,41,8
2016,52,12
2019.5,81,19
2017,59,12
2016,51,11
2005,48,8
2009.5,16,8
2008,47,9
2005,25,8
2019,57,15
2017.5,37,13
2008,32,9
2017.5,46,13
2010,30,6
2015.5,49,12
2014.5,46,13
2012.5,34,10
2008.5,37,10
2017,50,12
2013.5,36,9
2017,32,16
2005,32,8
2014.5,55,11
2008,19,6
2019.5,36,14
2010.5,41,12
2019.5,62,14
2015.5,39,13
2010,29,9
2002,38,9
2014,60,14
2012,46,8
2008,35,9
2016,33,10
2014,29,9
2012,46,11
2009.5,28,8
2018.5,35,10
2018.5,44,10
2014,18,10
2019,91,22
2018,39,13
2010,34,9
2017,31,11
2011.5,42,10
2002,24,4
2012,46,13
2012.5,38,10
2006,38,11
2015,37,10
2005,31,8
2019,64,16
2014,41,12
2008.5,29,10
2005,15,10
2019,59,13
2009,26,14
